y_type,window,feature,corr,abs_corr
car_mm_1y_pct,m5_p5,gro_growthCostOfRevenue,0.01,0.01
car_mm_1y_pct,m5_p5,gro_growthGrossProfit,0.144,0.144
car_mm_1y_pct,m5_p5,gro_growthGrossProfitRatio,0.142,0.142
car_mm_1y_pct,m5_p5,gro_growthResearchAndDevelopmentExpenses,0.007,0.007
car_mm_1y_pct,m5_p5,gro_growthGeneralAndAdministrativeExpenses,-0.06,0.06
car_mm_1y_pct,m5_p5,gro_growthSellingAndMarketingExpenses,-0.006,0.006
car_mm_1y_pct,m5_p5,gro_growthOtherExpenses,-0.019,0.019
car_mm_1y_pct,m5_p5,gro_growthOperatingExpenses,-0.08,0.08
car_mm_1y_pct,m5_p5,gro_growthCostAndExpenses,-0.046,0.046
car_mm_1y_pct,m5_p5,gro_growthInterestIncome,-0.096,0.096
car_mm_1y_pct,m5_p5,gro_growthInterestExpense,-0.172,0.172
car_mm_1y_pct,m5_p5,gro_growthDepreciationAndAmortization,-0.025,0.025
car_mm_1y_pct,m5_p5,gro_growthEBITDA,0.037,0.037
car_mm_1y_pct,m5_p5,gro_growthOperatingIncome,0.064,0.064
car_mm_1y_pct,m5_p5,gro_growthIncomeBeforeTax,0.055,0.055
car_mm_1y_pct,m5_p5,gro_growthIncomeTaxExpense,0.029,0.029
car_mm_1y_pct,m5_p5,gro_growthNetIncome,0.092,0.092
car_mm_1y_pct,m5_p5,gro_growthEPS,0.065,0.065
car_mm_1y_pct,m5_p5,gro_growthEPSDiluted,0.065,0.065
car_mm_1y_pct,m5_p5,gro_growthWeightedAverageShsOut,0.065,0.065
car_mm_1y_pct,m5_p5,gro_growthWeightedAverageShsOutDil,0.025,0.025
car_mm_1y_pct,m5_p5,gro_growthEBIT,0.027,0.027
car_mm_1y_pct,m5_p5,gro_growthNonOperatingIncomeExcludingInterest,-0.063,0.063
car_mm_1y_pct,m5_p5,gro_growthNetInterestIncome,0.044,0.044
car_mm_1y_pct,m5_p5,gro_growthTotalOtherIncomeExpensesNet,0.002,0.002
car_mm_1y_pct,m5_p5,gro_growthNetIncomeFromContinuingOperations,0.084,0.084
car_mm_1y_pct,m5_p5,gro_growthOtherAdjustmentsToNetIncome,-0.025,0.025
car_mm_1y_pct,m5_p5,gro_growthNetIncomeDeductions,0.041,0.041
car_mm_1y_pct,m5_p5,est_revenueLow,-0.096,0.096
car_mm_1y_pct,m5_p5,est_revenueHigh,-0.1,0.1
car_mm_1y_pct,m5_p5,est_revenueAvg,-0.098,0.098
car_mm_1y_pct,m5_p5,est_ebitdaLow,-0.034,0.034
car_mm_1y_pct,m5_p5,est_ebitdaHigh,-0.038,0.038
car_mm_1y_pct,m5_p5,est_ebitdaAvg,-0.036,0.036
car_mm_1y_pct,m5_p5,est_ebitLow,-0.06,0.06
car_mm_1y_pct,m5_p5,est_ebitHigh,-0.069,0.069
car_mm_1y_pct,m5_p5,est_ebitAvg,-0.065,0.065
car_mm_1y_pct,m5_p5,est_netIncomeLow,-0.031,0.031
car_mm_1y_pct,m5_p5,est_netIncomeHigh,-0.032,0.032
car_mm_1y_pct,m5_p5,est_netIncomeAvg,-0.032,0.032
car_mm_1y_pct,m5_p5,est_sgaExpenseLow,-0.031,0.031
car_mm_1y_pct,m5_p5,est_sgaExpenseHigh,-0.034,0.034
car_mm_1y_pct,m5_p5,est_sgaExpenseAvg,-0.033,0.033
car_mm_1y_pct,m5_p5,est_epsAvg,-0.013,0.013
car_mm_1y_pct,m5_p5,est_epsHigh,-0.009,0.009
car_mm_1y_pct,m5_p5,est_epsLow,-0.013,0.013
car_mm_1y_pct,m5_p5,est_numAnalystsRevenue,0.004,0.004
car_mm_1y_pct,m5_p5,est_numAnalystsEps,-0.018,0.018
car_mm_1y_pct,p0_p1,px_-5,,
car_mm_1y_pct,p0_p1,px_-1,,
car_mm_1y_pct,p0_p1,px_+0,,
car_mm_1y_pct,p0_p1,px_+1,,
car_mm_1y_pct,p0_p1,px_+5,,
car_mm_1y_pct,p0_p1,px_+10,,
car_mm_1y_pct,p0_p1,logpct_m5_p5,,
car_mm_1y_pct,p0_p1,logpct_m1_p1,,
car_mm_1y_pct,p0_p1,logpct_p0_p1,,
car_mm_1y_pct,p0_p1,logpct_p0_p5,,
car_mm_1y_pct,p0_p1,logpct_p0_p10,,
car_mm_1y_pct,p0_p1,sur_quarter_rank,,
car_mm_1y_pct,p0_p1,sur_actual_revenue,,
car_mm_1y_pct,p0_p1,sur_actual_ebitda,,
car_mm_1y_pct,p0_p1,sur_actual_ebit,,
car_mm_1y_pct,p0_p1,sur_actual_netIncome,,
car_mm_1y_pct,p0_p1,sur_actual_eps,,
car_mm_1y_pct,p0_p1,sur_est_revenue,,
car_mm_1y_pct,p0_p1,sur_est_ebitda,,
car_mm_1y_pct,p0_p1,sur_est_ebit,,
car_mm_1y_pct,p0_p1,sur_est_netIncome,,
car_mm_1y_pct,p0_p1,sur_est_eps,,
car_mm_1y_pct,p0_p1,sur_surprise_revenue,,
car_mm_1y_pct,p0_p1,sur_surprise_revenue_pct,,
car_mm_1y_pct,p0_p1,sur_surprise_ebitda,,
car_mm_1y_pct,p0_p1,sur_surprise_ebitda_pct,,
car_mm_1y_pct,p0_p1,sur_surprise_ebit,,
car_mm_1y_pct,p0_p1,sur_surprise_ebit_pct,,
car_mm_1y_pct,p0_p1,sur_surprise_netIncome,,
car_mm_1y_pct,p0_p1,sur_surprise_netIncome_pct,,
car_mm_1y_pct,p0_p1,sur_surprise_eps,,
car_mm_1y_pct,p0_p1,sur_surprise_eps_pct,,
car_mm_1y_pct,p0_p1,gro_fiscalYear,,
car_mm_1y_pct,p0_p1,gro_growthRevenue,,
car_mm_1y_pct,p0_p1,gro_growthCostOfRevenue,,
car_mm_1y_pct,p0_p1,gro_growthGrossProfit,,
car_mm_1y_pct,p0_p1,gro_growthGrossProfitRatio,,
car_mm_1y_pct,p0_p1,gro_growthResearchAndDevelopmentExpenses,,
car_mm_1y_pct,p0_p1,gro_growthGeneralAndAdministrativeExpenses,,
car_mm_1y_pct,p0_p1,gro_growthSellingAndMarketingExpenses,,
car_mm_1y_pct,p0_p1,gro_growthOtherExpenses,,
car_mm_1y_pct,p0_p1,gro_growthOperatingExpenses,,
car_mm_1y_pct,p0_p1,gro_growthCostAndExpenses,,
car_mm_1y_pct,p0_p1,gro_growthInterestIncome,,
car_mm_1y_pct,p0_p1,gro_growthInterestExpense,,
car_mm_1y_pct,p0_p1,gro_growthDepreciationAndAmortization,,
car_mm_1y_pct,p0_p1,gro_growthEBITDA,,
car_mm_1y_pct,p0_p1,gro_growthOperatingIncome,,
car_mm_1y_pct,p0_p1,gro_growthIncomeBeforeTax,,
car_mm_1y_pct,p0_p1,gro_growthIncomeTaxExpense,,
car_mm_1y_pct,p0_p1,gro_growthNetIncome,,
car_mm_1y_pct,p0_p1,gro_growthEPS,,
car_mm_1y_pct,p0_p1,gro_growthEPSDiluted,,
car_mm_1y_pct,p0_p1,gro_growthWeightedAverageShsOut,,
car_mm_1y_pct,p0_p1,gro_growthWeightedAverageShsOutDil,,
car_mm_1y_pct,p0_p1,gro_growthEBIT,,
car_mm_1y_pct,p0_p1,gro_growthNonOperatingIncomeExcludingInterest,,
car_mm_1y_pct,p0_p1,gro_growthNetInterestIncome,,
car_mm_1y_pct,p0_p1,gro_growthTotalOtherIncomeExpensesNet,,
car_mm_1y_pct,p0_p1,gro_growthNetIncomeFromContinuingOperations,,
car_mm_1y_pct,p0_p1,gro_growthOtherAdjustmentsToNetIncome,,
car_mm_1y_pct,p0_p1,gro_growthNetIncomeDeductions,,
car_mm_1y_pct,p0_p1,est_revenueLow,,
car_mm_1y_pct,p0_p1,est_revenueHigh,,
car_mm_1y_pct,p0_p1,est_revenueAvg,,
car_mm_1y_pct,p0_p1,est_ebitdaLow,,
car_mm_1y_pct,p0_p1,est_ebitdaHigh,,
car_mm_1y_pct,p0_p1,est_ebitdaAvg,,
car_mm_1y_pct,p0_p1,est_ebitLow,,
car_mm_1y_pct,p0_p1,est_ebitHigh,,
car_mm_1y_pct,p0_p1,est_ebitAvg,,
car_mm_1y_pct,p0_p1,est_netIncomeLow,,
car_mm_1y_pct,p0_p1,est_netIncomeHigh,,
car_mm_1y_pct,p0_p1,est_netIncomeAvg,,
car_mm_1y_pct,p0_p1,est_sgaExpenseLow,,
car_mm_1y_pct,p0_p1,est_sgaExpenseHigh,,
car_mm_1y_pct,p0_p1,est_sgaExpenseAvg,,
car_mm_1y_pct,p0_p1,est_epsAvg,,
car_mm_1y_pct,p0_p1,est_epsHigh,,
car_mm_1y_pct,p0_p1,est_epsLow,,
car_mm_1y_pct,p0_p1,est_numAnalystsRevenue,,
car_mm_1y_pct,p0_p1,est_numAnalystsEps,,
car_mm_1y_pct,p0_p10,px_-5,-0.061,0.061
car_mm_1y_pct,p0_p10,px_-1,-0.064,0.064
car_mm_1y_pct,p0_p10,px_+0,-0.054,0.054
car_mm_1y_pct,p0_p10,px_+1,-0.044,0.044
car_mm_1y_pct,p0_p10,px_+5,-0.016,0.016
car_mm_1y_pct,p0_p10,px_+10,0.012,0.012
car_mm_1y_pct,p0_p10,logpct_m5_p5,0.375,0.375
car_mm_1y_pct,p0_p10,logpct_m1_p1,0.207,0.207
car_mm_1y_pct,p0_p10,logpct_p0_p1,0.395,0.395
car_mm_1y_pct,p0_p10,logpct_p0_p5,0.594,0.594
car_mm_1y_pct,p0_p10,logpct_p0_p10,0.775,0.775
car_mm_1y_pct,p0_p10,sur_quarter_rank,-0.003,0.003
car_mm_1y_pct,p0_p10,sur_actual_revenue,-0.094,0.094
car_mm_1y_pct,p0_p10,sur_actual_ebitda,-0.115,0.115
car_mm_1y_pct,p0_p10,sur_actual_ebit,-0.111,0.111
car_mm_1y_pct,p0_p10,sur_actual_netIncome,-0.106,0.106
car_mm_1y_pct,p0_p10,sur_actual_eps,-0.012,0.012
car_mm_1y_pct,p0_p10,sur_est_revenue,-0.093,0.093
car_mm_1y_pct,p0_p10,sur_est_ebitda,-0.079,0.079
car_mm_1y_pct,p0_p10,sur_est_ebit,-0.087,0.087
car_mm_1y_pct,p0_p10,sur_est_netIncome,-0.086,0.086
car_mm_1y_pct,p0_p10,sur_est_eps,-0.016,0.016
car_mm_1y_pct,p0_p10,sur_surprise_revenue,-0.022,0.022
car_mm_1y_pct,p0_p10,sur_surprise_revenue_pct,-0.003,0.003
car_mm_1y_pct,p0_p10,sur_surprise_ebitda,-0.055,0.055
car_mm_1y_pct,p0_p10,sur_surprise_ebitda_pct,0.032,0.032
car_mm_1y_pct,p0_p10,sur_surprise_ebit,-0.083,0.083
car_mm_1y_pct,p0_p10,sur_surprise_ebit_pct,-0.048,0.048
car_mm_1y_pct,p0_p10,sur_surprise_netIncome,0.009,0.009
car_mm_1y_pct,p0_p10,sur_surprise_netIncome_pct,-0.068,0.068
car_mm_1y_pct,p0_p10,sur_surprise_eps,0.003,0.003
car_mm_1y_pct,p0_p10,sur_surprise_eps_pct,-0.032,0.032
car_mm_1y_pct,p0_p10,gro_fiscalYear,-0.017,0.017
car_mm_1y_pct,p0_p10,gro_growthRevenue,0.008,0.008
car_mm_1y_pct,p0_p10,gro_growthCostOfRevenue,-0.008,0.008
car_mm_1y_pct,p0_p10,gro_growthGrossProfit,0.112,0.112
car_mm_1y_pct,p0_p10,gro_growthGrossProfitRatio,0.113,0.113
car_mm_1y_pct,p0_p10,gro_growthResearchAndDevelopmentExpenses,0.016,0.016
car_mm_1y_pct,p0_p10,gro_growthGeneralAndAdministrativeExpenses,0.039,0.039
car_mm_1y_pct,p0_p10,gro_growthSellingAndMarketingExpenses,-0.048,0.048
car_mm_1y_pct,p0_p10,gro_growthOtherExpenses,-0.001,0.001
car_mm_1y_pct,p0_p10,gro_growthOperatingExpenses,-0.05,0.05
car_mm_1y_pct,p0_p10,gro_growthCostAndExpenses,-0.04,0.04
car_mm_1y_pct,p0_p10,gro_growthInterestIncome,0.045,0.045
car_mm_1y_pct,p0_p10,gro_growthInterestExpense,0.074,0.074
car_mm_1y_pct,p0_p10,gro_growthDepreciationAndAmortization,-0.001,0.001
car_mm_1y_pct,p0_p10,gro_growthEBITDA,-0.027,0.027
car_mm_1y_pct,p0_p10,gro_growthOperatingIncome,-0.052,0.052
car_mm_1y_pct,p0_p10,gro_growthIncomeBeforeTax,-0.056,0.056
car_mm_1y_pct,p0_p10,gro_growthIncomeTaxExpense,-0.004,0.004
car_mm_1y_pct,p0_p10,gro_growthNetIncome,0.028,0.028
car_mm_1y_pct,p0_p10,gro_growthEPS,0.037,0.037
car_mm_1y_pct,p0_p10,gro_growthEPSDiluted,0.037,0.037
car_mm_1y_pct,p0_p10,gro_growthWeightedAverageShsOut,0.07,0.07
car_mm_1y_pct,p0_p10,gro_growthWeightedAverageShsOutDil,0.055,0.055
car_mm_1y_pct,p0_p10,gro_growthEBIT,-0.035,0.035
car_mm_1y_pct,p0_p10,gro_growthNonOperatingIncomeExcludingInterest,-0.07,0.07
car_mm_1y_pct,p0_p10,gro_growthNetInterestIncome,0.005,0.005
car_mm_1y_pct,p0_p10,gro_growthTotalOtherIncomeExpensesNet,-0.01,0.01
car_mm_1y_pct,p0_p10,gro_growthNetIncomeFromContinuingOperations,0.026,0.026
car_mm_1y_pct,p0_p10,gro_growthOtherAdjustmentsToNetIncome,-0.031,0.031
car_mm_1y_pct,p0_p10,gro_growthNetIncomeDeductions,-0.009,0.009
car_mm_1y_pct,p0_p10,est_revenueLow,-0.091,0.091
car_mm_1y_pct,p0_p10,est_revenueHigh,-0.093,0.093
car_mm_1y_pct,p0_p10,est_revenueAvg,-0.093,0.093
car_mm_1y_pct,p0_p10,est_ebitdaLow,-0.076,0.076
car_mm_1y_pct,p0_p10,est_ebitdaHigh,-0.079,0.079
car_mm_1y_pct,p0_p10,est_ebitdaAvg,-0.079,0.079
car_mm_1y_pct,p0_p10,est_ebitLow,-0.083,0.083
car_mm_1y_pct,p0_p10,est_ebitHigh,-0.089,0.089
car_mm_1y_pct,p0_p10,est_ebitAvg,-0.087,0.087
car_mm_1y_pct,p0_p10,est_netIncomeLow,-0.083,0.083
car_mm_1y_pct,p0_p10,est_netIncomeHigh,-0.087,0.087
car_mm_1y_pct,p0_p10,est_netIncomeAvg,-0.086,0.086
car_mm_1y_pct,p0_p10,est_sgaExpenseLow,-0.066,0.066
car_mm_1y_pct,p0_p10,est_sgaExpenseHigh,-0.069,0.069
car_mm_1y_pct,p0_p10,est_sgaExpenseAvg,-0.068,0.068
car_mm_1y_pct,p0_p10,est_epsAvg,-0.016,0.016
car_mm_1y_pct,p0_p10,est_epsHigh,-0.01,0.01
car_mm_1y_pct,p0_p10,est_epsLow,-0.016,0.016
car_mm_1y_pct,p0_p10,est_numAnalystsRevenue,-0.048,0.048
car_mm_1y_pct,p0_p10,est_numAnalystsEps,-0.049,0.049
car_mm_1y_pct,p0_p5,px_-5,-0.04,0.04
car_mm_1y_pct,p0_p5,px_-1,-0.043,0.043
car_mm_1y_pct,p0_p5,px_+0,-0.031,0.031
car_mm_1y_pct,p0_p5,px_+1,-0.018,0.018
car_mm_1y_pct,p0_p5,px_+5,0.017,0.017
car_mm_1y_pct,p0_p5,px_+10,0.023,0.023
car_mm_1y_pct,p0_p5,logpct_m5_p5,0.539,0.539
car_mm_1y_pct,p0_p5,logpct_m1_p1,0.282,0.282
car_mm_1y_pct,p0_p5,logpct_p0_p1,0.489,0.489
car_mm_1y_pct,p0_p5,logpct_p0_p5,0.815,0.815
car_mm_1y_pct,p0_p5,logpct_p0_p10,0.619,0.619
car_mm_1y_pct,p0_p5,sur_quarter_rank,0.002,0.002
car_mm_1y_pct,p0_p5,sur_actual_revenue,-0.119,0.119
car_mm_1y_pct,p0_p5,sur_actual_ebitda,-0.153,0.153
car_mm_1y_pct,p0_p5,sur_actual_ebit,-0.156,0.156
car_mm_1y_pct,p0_p5,sur_actual_netIncome,-0.152,0.152
car_mm_1y_pct,p0_p5,sur_actual_eps,0.007,0.007
car_mm_1y_pct,p0_p5,sur_est_revenue,-0.121,0.121
car_mm_1y_pct,p0_p5,sur_est_ebitda,-0.113,0.113
car_mm_1y_pct,p0_p5,sur_est_ebit,-0.126,0.126
car_mm_1y_pct,p0_p5,sur_est_netIncome,-0.121,0.121
car_mm_1y_pct,p0_p5,sur_est_eps,0.023,0.023
car_mm_1y_pct,p0_p5,sur_surprise_revenue,0.002,0.002
car_mm_1y_pct,p0_p5,sur_surprise_revenue_pct,0.025,0.025
car_mm_1y_pct,p0_p5,sur_surprise_ebitda,-0.058,0.058
car_mm_1y_pct,p0_p5,sur_surprise_ebitda_pct,0.052,0.052
car_mm_1y_pct,p0_p5,sur_surprise_ebit,-0.107,0.107
car_mm_1y_pct,p0_p5,sur_surprise_ebit_pct,-0.035,0.035
car_mm_1y_pct,p0_p5,sur_surprise_netIncome,0.009,0.009
car_mm_1y_pct,p0_p5,sur_surprise_netIncome_pct,-0.037,0.037
car_mm_1y_pct,p0_p5,sur_surprise_eps,-0.025,0.025
car_mm_1y_pct,p0_p5,sur_surprise_eps_pct,-0.007,0.007
car_mm_1y_pct,p0_p5,gro_fiscalYear,-0.031,0.031
car_mm_1y_pct,p0_p5,gro_growthRevenue,0.009,0.009
car_mm_1y_pct,p0_p5,gro_growthCostOfRevenue,0.029,0.029
car_mm_1y_pct,p0_p5,gro_growthGrossProfit,0.086,0.086
car_mm_1y_pct,p0_p5,gro_growthGrossProfitRatio,0.091,0.091
car_mm_1y_pct,p0_p5,gro_growthResearchAndDevelopmentExpenses,-0.01,0.01
car_mm_1y_pct,p0_p5,gro_growthGeneralAndAdministrativeExpenses,0.007,0.007
car_mm_1y_pct,p0_p5,gro_growthSellingAndMarketingExpenses,-0.033,0.033
car_mm_1y_pct,p0_p5,gro_growthOtherExpenses,-0.0,0.0
car_mm_1y_pct,p0_p5,gro_growthOperatingExpenses,-0.074,0.074
car_mm_1y_pct,p0_p5,gro_growthCostAndExpenses,-0.082,0.082
car_mm_1y_pct,p0_p5,gro_growthInterestIncome,-0.01,0.01
car_mm_1y_pct,p0_p5,gro_growthInterestExpense,-0.024,0.024
car_mm_1y_pct,p0_p5,gro_growthDepreciationAndAmortization,-0.008,0.008
car_mm_1y_pct,p0_p5,gro_growthEBITDA,-0.002,0.002
car_mm_1y_pct,p0_p5,gro_growthOperatingIncome,0.054,0.054
car_mm_1y_pct,p0_p5,gro_growthIncomeBeforeTax,-0.002,0.002
car_mm_1y_pct,p0_p5,gro_growthIncomeTaxExpense,0.01,0.01
car_mm_1y_pct,p0_p5,gro_growthNetIncome,0.077,0.077
car_mm_1y_pct,p0_p5,gro_growthEPS,0.062,0.062
car_mm_1y_pct,p0_p5,gro_growthEPSDiluted,0.062,0.062
car_mm_1y_pct,p0_p5,gro_growthWeightedAverageShsOut,0.066,0.066
car_mm_1y_pct,p0_p5,gro_growthWeightedAverageShsOutDil,0.071,0.071
car_mm_1y_pct,p0_p5,gro_growthEBIT,0.016,0.016
car_mm_1y_pct,p0_p5,gro_growthNonOperatingIncomeExcludingInterest,-0.009,0.009
car_mm_1y_pct,p0_p5,gro_growthNetInterestIncome,0.018,0.018
car_mm_1y_pct,p0_p5,gro_growthTotalOtherIncomeExpensesNet,-0.008,0.008
car_mm_1y_pct,p0_p5,gro_growthNetIncomeFromContinuingOperations,0.072,0.072
car_mm_1y_pct,p0_p5,gro_growthOtherAdjustmentsToNetIncome,-0.025,0.025
car_mm_1y_pct,p0_p5,gro_growthNetIncomeDeductions,-0.028,0.028
car_mm_1y_pct,p0_p5,est_revenueLow,-0.119,0.119
car_mm_1y_pct,p0_p5,est_revenueHigh,-0.122,0.122
car_mm_1y_pct,p0_p5,est_revenueAvg,-0.121,0.121
car_mm_1y_pct,p0_p5,est_ebitdaLow,-0.113,0.113
car_mm_1y_pct,p0_p5,est_ebitdaHigh,-0.113,0.113
car_mm_1y_pct,p0_p5,est_ebitdaAvg,-0.113,0.113
car_mm_1y_pct,p0_p5,est_ebitLow,-0.122,0.122
car_mm_1y_pct,p0_p5,est_ebitHigh,-0.129,0.129
car_mm_1y_pct,p0_p5,est_ebitAvg,-0.126,0.126
car_mm_1y_pct,p0_p5,est_netIncomeLow,-0.122,0.122
car_mm_1y_pct,p0_p5,est_netIncomeHigh,-0.12,0.12
car_mm_1y_pct,p0_p5,est_netIncomeAvg,-0.121,0.121
car_mm_1y_pct,p0_p5,est_sgaExpenseLow,-0.076,0.076
car_mm_1y_pct,p0_p5,est_sgaExpenseHigh,-0.076,0.076
car_mm_1y_pct,p0_p5,est_sgaExpenseAvg,-0.076,0.076
car_mm_1y_pct,p0_p5,est_epsAvg,0.023,0.023
car_mm_1y_pct,p0_p5,est_epsHigh,0.025,0.025
car_mm_1y_pct,p0_p5,est_epsLow,0.025,0.025
car_mm_1y_pct,p0_p5,est_numAnalystsRevenue,-0.064,0.064
car_mm_1y_pct,p0_p5,est_numAnalystsEps,-0.09,0.09
car_simple_pct,m1_p1,px_-5,,
car_simple_pct,m1_p1,px_-1,,
car_simple_pct,m1_p1,px_+0,,
car_simple_pct,m1_p1,px_+1,,
car_simple_pct,m1_p1,px_+5,,
car_simple_pct,m1_p1,px_+10,,
car_simple_pct,m1_p1,logpct_m5_p5,,
car_simple_pct,m1_p1,logpct_m1_p1,,
car_simple_pct,m1_p1,logpct_p0_p1,,
car_simple_pct,m1_p1,logpct_p0_p5,,
car_simple_pct,m1_p1,logpct_p0_p10,,
car_simple_pct,m1_p1,sur_quarter_rank,,
car_simple_pct,m1_p1,sur_actual_revenue,,
car_simple_pct,m1_p1,sur_actual_ebitda,,
car_simple_pct,m1_p1,sur_actual_ebit,,
car_simple_pct,m1_p1,sur_actual_netIncome,,
car_simple_pct,m1_p1,sur_actual_eps,,
car_simple_pct,m1_p1,sur_est_revenue,,
car_simple_pct,m1_p1,sur_est_ebitda,,
car_simple_pct,m1_p1,sur_est_ebit,,
car_simple_pct,m1_p1,sur_est_netIncome,,
car_simple_pct,m1_p1,sur_est_eps,,
car_simple_pct,m1_p1,sur_surprise_revenue,,
car_simple_pct,m1_p1,sur_surprise_revenue_pct,,
car_simple_pct,m1_p1,sur_surprise_ebitda,,
car_simple_pct,m1_p1,sur_surprise_ebitda_pct,,
car_simple_pct,m1_p1,sur_surprise_ebit,,
car_simple_pct,m1_p1,sur_surprise_ebit_pct,,
car_simple_pct,m1_p1,sur_surprise_netIncome,,
car_simple_pct,m1_p1,sur_surprise_netIncome_pct,,
car_simple_pct,m1_p1,sur_surprise_eps,,
car_simple_pct,m1_p1,sur_surprise_eps_pct,,
car_simple_pct,m1_p1,gro_fiscalYear,,
car_simple_pct,m1_p1,gro_growthRevenue,,
car_simple_pct,m1_p1,gro_growthCostOfRevenue,,
car_simple_pct,m1_p1,gro_growthGrossProfit,,
car_simple_pct,m1_p1,gro_growthGrossProfitRatio,,
car_simple_pct,m1_p1,gro_growthResearchAndDevelopmentExpenses,,
car_simple_pct,m1_p1,gro_growthGeneralAndAdministrativeExpenses,,
car_simple_pct,m1_p1,gro_growthSellingAndMarketingExpenses,,
car_simple_pct,m1_p1,gro_growthOtherExpenses,,
car_simple_pct,m1_p1,gro_growthOperatingExpenses,,
car_simple_pct,m1_p1,gro_growthCostAndExpenses,,
car_simple_pct,m1_p1,gro_growthInterestIncome,,
car_simple_pct,m1_p1,gro_growthInterestExpense,,
car_simple_pct,m1_p1,gro_growthDepreciationAndAmortization,,
car_simple_pct,m1_p1,gro_growthEBITDA,,
car_simple_pct,m1_p1,gro_growthOperatingIncome,,
car_simple_pct,m1_p1,gro_growthIncomeBeforeTax,,
car_simple_pct,m1_p1,gro_growthIncomeTaxExpense,,
car_simple_pct,m1_p1,gro_growthNetIncome,,
car_simple_pct,m1_p1,gro_growthEPS,,
car_simple_pct,m1_p1,gro_growthEPSDiluted,,
car_simple_pct,m1_p1,gro_growthWeightedAverageShsOut,,
car_simple_pct,m1_p1,gro_growthWeightedAverageShsOutDil,,
car_simple_pct,m1_p1,gro_growthEBIT,,
car_simple_pct,m1_p1,gro_growthNonOperatingIncomeExcludingInterest,,
car_simple_pct,m1_p1,gro_growthNetInterestIncome,,
car_simple_pct,m1_p1,gro_growthTotalOtherIncomeExpensesNet,,
car_simple_pct,m1_p1,gro_growthNetIncomeFromContinuingOperations,,
car_simple_pct,m1_p1,gro_growthOtherAdjustmentsToNetIncome,,
car_simple_pct,m1_p1,gro_growthNetIncomeDeductions,,
car_simple_pct,m1_p1,est_revenueLow,,
car_simple_pct,m1_p1,est_revenueHigh,,
car_simple_pct,m1_p1,est_revenueAvg,,
car_simple_pct,m1_p1,est_ebitdaLow,,
car_simple_pct,m1_p1,est_ebitdaHigh,,
car_simple_pct,m1_p1,est_ebitdaAvg,,
car_simple_pct,m1_p1,est_ebitLow,,
car_simple_pct,m1_p1,est_ebitHigh,,
car_simple_pct,m1_p1,est_ebitAvg,,
car_simple_pct,m1_p1,est_netIncomeLow,,
car_simple_pct,m1_p1,est_netIncomeHigh,,
car_simple_pct,m1_p1,est_netIncomeAvg,,
car_simple_pct,m1_p1,est_sgaExpenseLow,,
car_simple_pct,m1_p1,est_sgaExpenseHigh,,
car_simple_pct,m1_p1,est_sgaExpenseAvg,,
car_simple_pct,m1_p1,est_epsAvg,,
car_simple_pct,m1_p1,est_epsHigh,,
car_simple_pct,m1_p1,est_epsLow,,
car_simple_pct,m1_p1,est_numAnalystsRevenue,,
car_simple_pct,m1_p1,est_numAnalystsEps,,
car_simple_pct,m5_p5,px_-5,-0.077,0.077
car_simple_pct,m5_p5,px_-1,-0.071,0.071
car_simple_pct,m5_p5,px_+0,-0.01,0.01
car_simple_pct,m5_p5,px_+1,-0.001,0.001
car_simple_pct,m5_p5,px_+5,0.02,0.02
car_simple_pct,m5_p5,px_+10,0.024,0.024
car_simple_pct,m5_p5,logpct_m5_p5,0.95,0.95
car_simple_pct,m5_p5,logpct_m1_p1,0.805,0.805
car_simple_pct,m5_p5,logpct_p0_p1,0.336,0.336
car_simple_pct,m5_p5,logpct_p0_p5,0.536,0.536
car_simple_pct,m5_p5,logpct_p0_p10,0.384,0.384
car_simple_pct,m5_p5,sur_quarter_rank,0.024,0.024
car_simple_pct,m5_p5,sur_actual_revenue,-0.102,0.102
car_simple_pct,m5_p5,sur_actual_ebitda,-0.054,0.054
car_simple_pct,m5_p5,sur_actual_ebit,-0.055,0.055
car_simple_pct,m5_p5,sur_actual_netIncome,-0.049,0.049
car_simple_pct,m5_p5,sur_actual_eps,-0.003,0.003
car_simple_pct,m5_p5,sur_est_revenue,-0.107,0.107
car_simple_pct,m5_p5,sur_est_ebitda,-0.042,0.042
car_simple_pct,m5_p5,sur_est_ebit,-0.075,0.075
car_simple_pct,m5_p5,sur_est_netIncome,-0.038,0.038
car_simple_pct,m5_p5,sur_est_eps,-0.017,0.017
car_simple_pct,m5_p5,sur_surprise_revenue,0.038,0.038
car_simple_pct,m5_p5,sur_surprise_revenue_pct,0.073,0.073
car_simple_pct,m5_p5,sur_surprise_ebitda,-0.017,0.017
car_simple_pct,m5_p5,sur_surprise_ebitda_pct,-0.027,0.027
car_simple_pct,m5_p5,sur_surprise_ebit,0.027,0.027
car_simple_pct,m5_p5,sur_surprise_ebit_pct,0.012,0.012
car_simple_pct,m5_p5,sur_surprise_netIncome,0.001,0.001
car_simple_pct,m5_p5,sur_surprise_netIncome_pct,0.006,0.006
car_simple_pct,m5_p5,sur_surprise_eps,0.019,0.019
car_simple_pct,m5_p5,sur_surprise_eps_pct,-0.052,0.052
car_simple_pct,m5_p5,gro_fiscalYear,0.023,0.023
car_simple_pct,m5_p5,gro_growthRevenue,0.098,0.098
car_simple_pct,m5_p5,gro_growthCostOfRevenue,0.006,0.006
