period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2021-06-30,1,61880000000,25006000000,22061000000,18525000000,1.38,56190352000,15740327802,12187014580,11660784313,0.96207,5689648000,10.125667125203273,9265672198,58.865814705731125,9873985420,81.02054326089106,6864215687,58.865814706369655,0.4179299999999999,43.4407059777355
2021-09-30,2,65118000000,26445000000,23141000000,18936000000,1.42,63529340265,20888463035,16612035019,14957229571,1.18668,1588659735,2.5006709157898097,5556536965,26.60098522179279,6528964981,39.30261989896182,3978770429,26.60098523000734,0.23331999999999997,19.66157683621532
2021-12-31,3,75325000000,27958000000,24519000000,20642000000,1.56,72270996583,24532275786,19203407095,18112713240,1.384,3054003417,4.225766298230874,3425724214,13.96415173171574,5315592905,27.680467735249042,2529286760,13.964151734121971,0.17600000000000016,12.71676300578036
2022-03-31,4,68011000000,22799000000,19017000000,16436000000,1.24,68055248066,23855305555,21101800925,17260336419,1.28702,-44248066,-0.06501786013194487,-1056305555,-4.42796908454858,-2084800925,-9.879729850593309,-824336419,-4.7759000693206595,-0.04702000000000006,-3.6534008795512163
2022-06-30,5,69685000000,22996000000,19097000000,16002000000,1.22,69798841230,24166054687,20516835937,16877109375,1.26598,-113841230,-0.16309902570570226,-1170054687,-4.8417282098985925,-1419835937,-6.920345521891473,-875109375,-5.185185185185185,-0.04598000000000013,-3.6319689094614547
2022-09-30,6,69092000000,20380000000,16334000000,13910000000,1.07,70976575302,22977309338,18273238520,16452952528,1.26337,-1884575302,-2.655207431439561,-2597309338,-11.303801066491957,-1939238520,-10.612451196746049,-2542952528,-15.455903879090071,-0.19337000000000004,-15.305888219603128
2022-12-31,7,76048000000,21438000000,17237000000,13624000000,1.06,76554794085,26985503364,21123747804,19923984563,1.1765,-506794085,-0.6620017610357601,-5547503364,-20.557346250582246,-3886747804,-18.399896836791452,-6299984563,-31.620103614712885,-0.11650000000000005,-9.90225244368891
2023-03-31,8,69787000000,20920000000,18285000000,15051000000,1.18,68887000101,26240836110,23211981018,18986370060,1.07534,899999899,1.3064872874133695,-5320836110,-20.27693053565586,-4926981018,-21.22602553474137,-3935370060,-20.72734307592022,0.10465999999999998,9.732735692897128
2023-06-30,9,74604000000,24770000000,21946000000,18368000000,1.45,72853951526,26582660156,22568519531,18564820312,1.34372,1750048474,2.4021325368678808,-1812660156,-6.818956964285844,-622519531,-2.7583534229833306,-196820312,-1.0601789227810545,0.10627999999999993,7.909385883963916
2023-09-30,10,76693000000,24484000000,21313000000,19689000000,1.57,75955237019,25275040271,20100562372,18098247780,1.45996,737762981,0.9713128547218548,-791040271,-3.1297290232515333,1212437628,6.031859236380971,1590752220,8.789537193528245,0.11004000000000014,7.537192799802744
2023-12-31,11,86310000000,26044000000,24481000000,20687000000,1.66,85277013289,29684053700,23236122584,21916383019,1.59425,1032986711,1.2113307808978417,-3640053700,-12.2626570373035,1244877416,5.357509246646863,-1229383019,-5.609424775676759,0.06574999999999998,4.124196330562959
2024-03-31,12,80539000000,31822000000,28409000000,23662000000,1.91,78745665954,28864919720,25533179119,20885007066,1.51135,1793334046,2.277374918700405,2957080280,10.24454704424863,2875820881,11.263074087237401,2776992934,13.296586040044197,0.39864999999999995,26.377080093955733
2024-06-30,13,84742000000,31326000000,27618000000,23619000000,1.91,84219869413,29119255193,26111983249,22585727401,1.84705,522130587,0.6199612878043776,2206744807,7.5783009983389995,1506016751,5.76753108578099,1033272599,4.574891836134758,0.06294999999999984,3.4081373000189403
2024-09-30,14,88268000000,35745000000,31760000000,26301000000,2.14,86391768096,29870195232,26785370449,22553934601,1.84445,1876231904,2.1717716228646915,5874804768,19.66778162101301,4974629551,18.57218872694636,3747065399,16.613799167591193,0.2955500000000002,16.02374691642496
2024-12-31,15,96469000000,36501000000,32296000000,26536000000,2.17,96692082771,33431557814,29978935651,25924460522,2.12009,-223082771,-0.23071461965333445,3069442186,9.181271788401741,2317064349,7.728974690676553,611539478,2.3589284624882962,0.04991000000000012,2.3541453428863925
2025-03-31,16,90234000000,46310000000,41823000000,34540000000,2.84,89210257953,30844695976,27659230269,24754730042,2.02443,1023742047,1.1475609089028231,15465304024,50.13926555163138,14163769731,51.20811242124302,9785269958,39.528889797617936,0.8155699999999997,40.28640160440221
2025-06-30,17,96428000000,39192000000,34194000000,28196000000,2.33,94035285231,32512962640,29155207790,26689933322,2.18269,2392714769,2.54448610765867,6679037360,20.542690722939298,5038792210,17.282648939748817,1506066678,5.6428266786211045,0.14731000000000005,6.749011540805156
2025-09-30,18,102346000000,49741000000,44130000000,34979000000,2.89,99940317768,34554644141,30986035976,27679056242,2.26358,2405682232,2.4071188542591146,15186355859,43.94881277617033,13143964024,42.418991684449594,7299943758,26.373528396980234,0.62642,27.673861758806844
