ticker,earnings_date,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct,announce_timing,pre_close_date,day0_date,dt_m5,dt_m1,dt_p1,dt_p5,dt_p10,path_start,path_end,pre_bdays,post_bdays,event_date_dt,sur_period_end,sur_quarter_rank,sur_actual_revenue,sur_actual_ebitda,sur_actual_ebit,sur_actual_netIncome,sur_actual_eps,sur_est_revenue,sur_est_ebitda,sur_est_ebit,sur_est_netIncome,sur_est_eps,sur_surprise_revenue,sur_surprise_revenue_pct,sur_surprise_ebitda,sur_surprise_ebitda_pct,sur_surprise_ebit,sur_surprise_ebit_pct,sur_surprise_netIncome,sur_surprise_netIncome_pct,sur_surprise_eps,sur_surprise_eps_pct,sur_period_end_dt,gro_symbol,gro_date,gro_fiscalYear,gro_period,gro_reportedCurrency,gro_growthRevenue,gro_growthCostOfRevenue,gro_growthGrossProfit,gro_growthGrossProfitRatio,gro_growthResearchAndDevelopmentExpenses,gro_growthGeneralAndAdministrativeExpenses,gro_growthSellingAndMarketingExpenses,gro_growthOtherExpenses,gro_growthOperatingExpenses,gro_growthCostAndExpenses,gro_growthInterestIncome,gro_growthInterestExpense,gro_growthDepreciationAndAmortization,gro_growthEBITDA,gro_growthOperatingIncome,gro_growthIncomeBeforeTax,gro_growthIncomeTaxExpense,gro_growthNetIncome,gro_growthEPS,gro_growthEPSDiluted,gro_growthWeightedAverageShsOut,gro_growthWeightedAverageShsOutDil,gro_growthEBIT,gro_growthNonOperatingIncomeExcludingInterest,gro_growthNetInterestIncome,gro_growthTotalOtherIncomeExpensesNet,gro_growthNetIncomeFromContinuingOperations,gro_growthOtherAdjustmentsToNetIncome,gro_growthNetIncomeDeductions,gro_period_end_dt,gro_period_end,est_date_x,est_symbol,est_estimate_date_raw,est_revenueLow,est_revenueHigh,est_revenueAvg,est_ebitdaLow,est_ebitdaHigh,est_ebitdaAvg,est_ebitLow,est_ebitHigh,est_ebitAvg,est_netIncomeLow,est_netIncomeHigh,est_netIncomeAvg,est_sgaExpenseLow,est_sgaExpenseHigh,est_sgaExpenseAvg,est_epsAvg,est_epsHigh,est_epsLow,est_numAnalystsRevenue,est_numAnalystsEps,est_period_end_dt,est_period_end
AMZN,2021-02-02,161.62899780273438,169.0,165.62649536132812,166.5500030517578,164.32899475097656,166.4114990234375,1.670490434852212,1.6566912078552778,-1.449702336237979,-1.4603131960011726,0.5575845147329783,0.556035766663457,-0.7833895220211939,-0.7864741380038345,0.4739601960403794,0.4728405411218602,-2.4233128831341677,,,,,,,,,-2.8452234282893016,,,-1.6793732742506111,,,amc,2021-02-02,2021-02-03,2021-01-27,2021-02-02,2021-02-04,2021-02-10,2021-02-18,2021-01-27,2021-02-18,5,10,2021-02-02,2020-12-31,1,125555000000,15797000000,8179000000,7222000000,0.72,119700689635,15191098146,6600190755,6935337935,0.35958,5854310365,4.890790840764065,605901854,3.9885322850049607,1578809245,23.920660835506418,286662065,4.13335395746653,0.3604199999999999,100.23360587351908,2020-12-31,AMZN,2020-12-31,2020,Q4,USD,0.3058921420770711,0.3883654957447554,0.1852506467891083,-0.09238243453237,0.0977587463556851,0.1798561151079136,0.3623481781376518,0.2174443014830365,0.1995128634495357,0.3194072328267612,-0.1525423728813559,-0.0327102803738317,0.1678675456078491,0.1480377906976744,0.1096222150468195,0.1285507246376811,-0.0070298769771528,0.1407360606539251,0.1428571428571428,0.129032258064516,0.0019960079840319,0.001953125,0.1301644327760121,-0.2521572387344199,-0.0129032258064516,0.2946175637393767,0.1407360606539251,0,0,2020-12-31,2020-12-31,2020-12-31,AMZN,2020-12-29,116625854352,122038222767,119700689635,12152878517,18229317775,15191098146,5280152604,7920228906,6600190755,5548270348,8322405523,6935337935,7627143177,11440714765,9533928971,0.35958,0.36871,0.34757,10,9,2020-12-31,2020-12-31
AMZN,2021-04-29,167.04400634765625,173.5655059814453,173.37100219726562,169.32449340820312,164.58050537109375,161.14500427246094,-1.4747616693504106,-1.4857443923402258,-2.4434651051549183,-2.4738130954154416,-2.3340170719312603,-2.361686640013657,-5.070338588785361,-5.20339748213324,-7.051927813679971,-7.312921236579157,-2.6500968036589017,-2.123485051105632,-2.08278986053695,,,,,,,-6.367481611725171,-6.196085662758586,-6.167475388986201,-7.032206464399807,-6.295235406158819,-6.273451462293686,amc,2021-04-29,2021-04-30,2021-04-23,2021-04-29,2021-05-03,2021-05-07,2021-05-14,2021-04-23,2021-05-14,5,10,2021-04-29,2021-03-31,2,108518000000,18175000000,10667000000,8107000000,0.8,104510184317,15052130422,7343815970,6715884498,0.47692,4007815683,3.8348565828221144,3122869578,20.747027101463683,3323184030,45.25146114193818,1391115502,20.713809214769498,0.32308,67.74301769688837,2021-03-31,AMZN,2021-03-31,2021,Q1,USD,-0.135693520767791,-0.2129181171484788,-0.003371442155994,0.1530962472442725,0.0364345588845547,0.0096544715447154,-0.1615561258949074,-0.0784291912337301,-0.0545205340372607,-0.1603360239968992,0.05,-0.036231884057971,-0.0144394854292465,0.1505349116920934,0.2898297686599738,0.3179658405034031,2.815929203539823,0.122542232068679,0.1111111111111112,0.1285714285714287,0.0039840637450199,0.0,0.3041936667074214,-0.3797856049004594,0.0636942675159235,0.5295404814004376,0.122542232068679,0,0,2021-03-31,2021-03-31,2021-03-31,AMZN,2021-03-29,101825558162,106551074968,104510184317,12041704338,18062556507,15052130422,5875052776,8812579165,7343815970,5372707598,8059061398,6715884498,5430364631,8145546945,6787955788,0.47692,0.48903,0.46099,10,9,2021-03-31,2021-03-31
AMZN,2021-07-29,182.83200073242188,179.99600219726562,166.37950134277344,166.57400512695312,167.2469940185547,164.69850158691406,-8.524222593109476,-8.90959765467496,-7.4568306553846275,-7.749495472077705,0.1169036946318202,0.1168354154714539,0.5213939630664299,0.5200394110709474,-1.0103406623368838,-1.0154792443617096,-9.134632122778108,-8.837881815035145,-9.097472589452623,,,,,,,-0.4085371883540314,-0.2433877165385019,-0.1336724483914564,-2.6454784965946985,-2.3211267550841033,-2.186612832518009,amc,2021-07-29,2021-07-30,2021-07-23,2021-07-29,2021-08-02,2021-08-06,2021-08-13,2021-07-23,2021-08-13,5,10,2021-07-29,2021-06-30,3,113080000000,17107000000,9069000000,7778000000,0.77,115421478612,13056389525,5874193125,5932157119,0.61158,-2341478612,-2.028633353304282,4050610475,31.023970809418692,3194806875,54.38716104520312,1845842881,31.115879838852933,0.15842,25.90339775663037,2021-06-30,AMZN,2021-06-30,2021,Q2,USD,0.0420391087192908,0.0284120955723282,0.0604792366908814,0.0176961958093698,0.1107463164638052,0.0860593860090588,0.2121797970033832,0.065246257846451,0.1060939597315436,0.0574493492418692,0.0095238095238095,0.0902255639097744,0.07059136920618,-0.0587620357634112,-0.131190073322053,-0.157556270096463,-0.5974025974025974,-0.04058221290243,-0.0375,-0.0379746835443038,0.0019841269841269,0.0019493177387914,-0.1498078185056717,0.2413984461709212,-0.119047619047619,-0.3247496423462088,-0.04058221290243,0,0,2021-06-30,2021-06-30,2021-06-30,AMZN,2021-06-29,112456566414,117675446665,115421478612,10445111620,15667667430,13056389525,4699354500,7049031751,5874193125,4745725695,7118588543,5932157119,5907446153,8861169230,7384307691,0.61158,0.62711,0.59116,18,17,2021-06-30,2021-06-30
AMZN,2021-10-28,166.77749633789062,172.32850646972656,168.6215057373047,165.90550231933594,175.94949340820312,176.25750732421875,5.499541168150213,5.353641780151278,-3.727186106332891,-3.7984213440098378,-1.610709978002456,-1.623822909338356,4.345820326331751,4.254039236139931,4.5284861818338795,4.4289443310969165,2.171037122068519,2.6602227762694928,1.9577386886688477,,,,,,,2.348759352110529,2.5786775883094255,2.201456791071979,2.9114534204416924,3.4738094110876014,2.900860391425943,amc,2021-10-28,2021-10-29,2021-10-22,2021-10-28,2021-11-01,2021-11-05,2021-11-12,2021-10-22,2021-11-12,5,10,2021-10-28,2021-09-30,4,110812000000,13756000000,4808000000,3156000000,0.31,111550981432,18068771300,6375049326,4146672645,0.44489,-738981432,-0.6624607175244561,-4312771300,-23.86864733851604,-1567049326,-24.58097570490861,-990672645,-23.890784969354627,-0.13489,-30.319854346018115,2021-09-30,AMZN,2021-09-30,2021,Q3,USD,-0.0200565970993986,-0.0194153577661431,-0.0208980860461311,-0.0008587117708582,0.0366952634993872,-0.0023169601482854,0.0645933014354067,0.0474814437078588,0.0443667783117324,0.0055229744348915,0.1226415094339622,0.1333333333333333,0.1132122418512067,-0.195884725550944,-0.3700337574655933,-0.5013879250520472,0.3306451612903225,-0.5942401645667267,-0.5974025974025974,-0.5921052631578947,0.0039603960396039,0.0019455252918287,-0.4698423199911787,1.0321872713972202,-0.1367781155015197,-1.5730932203389831,-0.5942401645667267,0,0,2021-09-30,2021-09-30,2021-09-30,AMZN,2021-09-29,108685493400,113729365832,111550981432,14455017040,21682525560,18068771300,5100039461,7650059191,6375049326,3317338116,4976007174,4146672645,10682543497,16023815246,13353179371,0.44489,0.45618,0.43003,18,25,2021-09-30,2021-09-30
AMZN,2022-02-03,143.97799682617188,138.8455047607422,157.63949584960938,157.9355010986328,153.2935028076172,152.60150146484375,6.470090004580453,6.26939146896248,13.74909210837354,12.882489034626838,0.187773531898272,0.1875974577811346,-2.7569188917847987,-2.7956351437301175,-3.195896026952505,-3.2480796188482763,7.805301707577178,9.168499876099707,9.962830239429668,,,,,,,-0.9092706452438168,0.1156507180950063,0.951440221823218,0.2407477045723084,2.2431325330954732,3.85407991343907,amc,2022-02-03,2022-02-04,2022-01-28,2022-02-03,2022-02-07,2022-02-11,2022-02-18,2022-01-28,2022-02-18,5,10,2022-02-03,2021-12-31,5,137412000000,25218000000,15416000000,14323000000,1.41,137681864590,131032837815,17977462184,74419419327,0.18061,-269864590,-0.1960059088418247,-105814837815,-80.75444261109243,-2561462184,-14.248185632562253,-60096419327,-80.7536794434467,1.22939,680.6876695642545,2021-12-31,AMZN,2021-12-31,2021,Q4,USD,0.2400462043821968,0.3163038296519943,0.1398228979574788,-0.0808222355467494,0.0648817802503477,0.1727821644217371,0.3495630461922597,0.2153946016119435,0.1879386474552637,0.264175160437901,-0.0084033613445378,-0.0223123732251521,0.0954403218596334,0.8332364059319569,-0.2868920032976092,2.4643934122013453,-0.4701298701298701,3.538339670468948,3.548387096774193,3.483870967741935,0.0019723865877712,0.0019417475728155,2.206322795341098,-272.72727272727275,0.0267379679144385,22.21072088724584,3.538339670468948,0,0,2021-12-31,2021-12-31,2021-12-31,AMZN,2021-12-29,134145134298,140370536820,137681864590,104826270252,157239405378,131032837815,14381969747,21572954621,17977462184,59535535462,89303303193,74419419327,55428776470,83143164705,69285970587,0.18061,0.1852,0.17458,18,17,2021-12-31,2021-12-31
AMZN,2022-04-28,144.35000610351562,144.59649658203125,124.28150177001952,124.5,114.77249908447266,113.05500030517578,-20.49013215685802,-22.92890482174216,-13.898328837193008,-14.96413651863582,0.1758091323878607,0.1756547690294781,-7.651181028648246,-7.959726804019131,-9.033123437483203,-9.467473955156777,-18.010470115928168,-16.20452434309528,-17.232394246430232,,,,,,,-7.54438063896193,-7.175189744844931,-8.042111936449189,-6.343152213884687,-4.827718465289092,-6.047702450933589,amc,2022-04-28,2022-04-29,2022-04-22,2022-04-28,2022-05-02,2022-05-06,2022-05-13,2022-04-22,2022-05-13,5,10,2022-04-28,2022-03-31,6,116444000000,4400000000,-4793000000,-3844000000,-0.38,116450273046,10936455501,9590309569,-10047737798,0.41753,-6273046,-0.005386888184901,-6536455501,-59.76758649456695,-14383309569,-149.9775316481236,6203737798,61.74263224936914,-0.7975300000000001,-191.01142432879075,2022-03-31,AMZN,2022-03-31,2022,Q1,USD,-0.1525922044654033,-0.1972113237158206,-0.0848709163200615,0.0799158190275041,-0.0307581793247567,0.0273267326732673,-0.2303422756706753,-0.0867417330544305,-0.0947043058082438,-0.1580939440993788,-0.0847457627118644,-0.0207468879668049,-0.0621301775147929,-0.8255214529304465,0.0604046242774566,-1.3525945764981586,-3.323529411764706,-1.2683795294281923,-1.269503546099291,-1.2733812949640289,0.0019685039370078,-0.0135658914728682,-1.3109107420861443,1.707761793241887,0.0,-1.778649237472767,-1.2683795294281923,0,0,2022-03-31,2022-03-31,2022-03-31,AMZN,2022-03-29,113458933486,118724331552,116450273046,8749164401,13123746602,10936455501,7672247655,11508371483,9590309569,-12057285358,-8038190239,-10047737798,22822270622,34233405933,28527838277,0.41753,0.42813,0.40359,17,30,2022-03-31,2022-03-31
AMZN,2022-07-28,122.41999816894533,122.27999877929688,134.9499969482422,135.38999938964844,140.8000030517578,143.5500030517578,15.013890832972576,13.98827249325874,10.721295993806644,10.184601095913845,0.326048500449394,0.3255181148895761,4.334943487074927,4.243614854833373,6.37273530788891,6.177911097624597,10.294264801291678,8.38342982786045,7.500445552412051,,,,,,,3.9823741495197305,4.17953281094227,4.071668205424431,2.778196309850722,1.4567068499179814,0.7443159791682727,amc,2022-07-28,2022-07-29,2022-07-22,2022-07-28,2022-08-01,2022-08-05,2022-08-12,2022-07-22,2022-08-12,5,10,2022-07-28,2022-06-30,7,121234000000,7647000000,-2069000000,-2028000000,-0.2,118999465993,23182971428,10235314285,-6257828571,0.1199,2234534007,1.877768096145443,-15535971428,-67.01458213089938,-12304314285,-120.21432798631449,4229828571,67.59259259037314,-0.3199,-266.8056713928273,2022-06-30,AMZN,2022-06-30,2022,Q2,USD,0.0411356531895159,-0.0011278365088196,0.0974071478626489,0.0540481872825042,0.2176256569195526,0.1191210485736314,0.2122596153846153,-0.0042884990253411,0.1127366237358458,0.0455952117047217,0.4722222222222222,0.2372881355932203,0.0568911128032198,0.7379545454545454,-0.0959389479422185,0.4939232814280289,0.5520393811533052,0.4724245577523413,0.4736842105263157,0.4736842105263157,-0.0004911591355599,-0.0004911591355599,0.5683288128520759,-0.3635074450484519,-0.1675824175824175,0.3304980414101847,0.4724245577523413,0,0,2022-06-30,2022-06-30,2022-06-30,AMZN,2022-06-29,115942643532,121323305523,118999465993,18546377142,27819565713,23182971428,8188251428,12282377142,10235314285,-7509394285,-5006262857,-6257828571,32064274285,48096411428,40080342856,0.1199,0.12294,0.1159,18,18,2022-06-30,2022-06-30
AMZN,2022-10-27,119.31999969482422,110.95999908447266,103.41000366210938,102.44000244140624,90.9800033569336,100.79000091552734,-23.751254115298103,-27.116921804957617,-7.678439720047436,-7.989248259173632,-0.9380148789788324,-0.9424419446504316,-12.020113978325176,-12.80619655710299,-2.533606666471888,-2.5662551160076457,-26.93027402741814,-27.011013546425573,-26.1749334713629,,,,,,,-9.105752641158906,-6.910132332717911,-6.967083608339918,-3.903508620597216,-5.2003131821547415,-4.10590444109236,amc,2022-10-27,2022-10-28,2022-10-21,2022-10-27,2022-10-31,2022-11-04,2022-11-11,2022-10-21,2022-11-11,5,10,2022-10-27,2022-09-30,8,127101000000,13888000000,3561000000,2872000000,0.28,127307504866,19875648430,7012554259,4561339909,0.2176,-206504866,-0.1622094991315403,-5987648430,-30.12555012274384,-3451554259,-49.21964424831697,-1689339909,-37.03604516880568,0.0624,28.676470588235315,2022-09-30,AMZN,2022-09-30,2022,Q3,USD,0.0483940148803141,0.0578706491629531,0.0369093231162196,-0.0109545567062776,0.0781872509960159,0.0544264553909748,0.0920087249652984,0.0154659357870007,0.0546676247256908,0.0564719251677027,0.7421383647798742,0.0565068493150684,0.0628859613009469,0.8161370472080555,-0.2387699728670485,2.103564727954972,1.108320251177394,2.416173570019724,2.4,2.4,0.0015724815724815,0.0153316953316953,2.7211213146447557,-1.1923505384329744,0.2,1.0695419592109665,2.416173570019724,0,0,2022-09-30,2022-09-30,2022-09-30,AMZN,2022-09-29,124037268003,129793585033,127307504866,15900518744,23850778116,19875648430,5610043407,8415065111,7012554259,3649071927,5473607891,4561339909,11750797846,17626196770,14688497308,0.2176,0.22312,0.21033,22,18,2022-09-30,2022-09-30
AMZN,2023-02-02,102.23999786376952,112.91000366210938,103.38999938964844,102.18000030517578,97.61000061035156,97.1999969482422,-4.528557658605614,-4.634301629511619,-9.503146761950198,-9.98551067370094,-1.1703250716856073,-1.1772272805910222,-5.590481490877708,-5.752828625537589,-5.987041762209344,-6.1737559625503335,-4.435355747106043,-4.506066466720848,-5.228179815382134,,,,,,,-4.6083244236399254,-3.748165499401382,-3.830700095137809,-4.687851940799638,-3.51346916037255,-3.848334604836227,amc,2023-02-02,2023-02-03,2023-01-27,2023-02-02,2023-02-06,2023-02-10,2023-02-17,2023-01-27,2023-02-17,5,10,2023-02-02,2022-12-31,9,149204000000,12877000000,-268000000,278000000,0.0272,145712886275,20828065010,22741489662,94140565449,0.1739,3491113725,2.39588537036547,-7951065010,-38.17476566441733,-23009489662,-101.17846281832549,-93862565449,-99.70469690863436,-0.1467,-84.3588269120184,2022-12-31,AMZN,2022-12-31,2022,Q4,USD,0.1739010708019606,0.2187624523253828,0.1184347122270511,-0.0472496022907551,0.0682063125481139,0.0888598497223129,0.1637915380424913,0.1500867553499132,0.1200375635265522,0.175724055997945,0.6064981949458483,0.1247974068071312,0.2728769245666699,-0.0727966589861751,0.0839603960396039,-1.3226793607616456,-18.782608695652176,-0.9032033426183844,-0.9028571428571428,-0.9035714285714284,0.0028456481208909,-0.002226309166586,-1.075259758494805,3.9005791505791505,0.2676470588235294,-9.860576923076923,-0.9032033426183844,0,0,2022-12-31,2022-12-31,2022-12-31,AMZN,2022-12-29,141969857515,148558389508,145712886275,20293039946,21234798607,20828065010,18193191729,27289787595,22741489662,75312452359,112968678539,94140565449,70117402234,105176103351,87646752792,0.1739,0.17831,0.16809,26,30,2022-12-31,2022-12-31
AMZN,2023-04-27,106.95999908447266,109.81999969482422,105.4499969482422,102.0500030517578,105.66000366210938,110.26000213623048,-1.2154033596584068,-1.222849783861517,-7.075210949424737,-7.337973991146562,-3.22427121373291,-3.2773958824064837,0.1991528875721515,0.1989548411089181,4.561408560636715,4.460435455156698,-1.0008981852304866,-0.4887795536973303,-2.409210956796346,,,,,,,1.048583569879448,1.8644257749994384,0.9634923401319228,5.691057792329434,7.002171415806009,5.16635537893349,amc,2023-04-27,2023-04-28,2023-04-21,2023-04-27,2023-05-01,2023-05-05,2023-05-12,2023-04-21,2023-05-12,5,10,2023-04-27,2023-03-31,10,127358000000,16065000000,4942000000,3172000000,0.31,124602516664,10225585893,8966939446,-9394634841,0.2132,2755483336,2.2114186854109588,5839414107,57.10591224897357,-4024939446,-44.8864350009128,12566634841,133.76395201819636,0.0968,45.40337711069418,2023-03-31,AMZN,2023-03-31,2023,Q1,USD,-0.1464169861397817,-0.2084189631013545,-0.0628815052545466,0.0978645070462261,-0.017488229076583,-0.087008700870087,-0.2064284599781557,-0.1145754756516637,-0.099199368701399,-0.1630606211638116,0.3730337078651685,0.185878962536023,-0.1538227462913655,0.2475731925137842,0.7442455242966752,5.34141201264489,1.7726161369193154,10.410071942446043,10.397058823529411,10.48148148148148,0.0029354207436399,0.0037834691501746,19.44029850746269,-1.0559068219633942,0.1485943775100401,0.822571893651655,10.410071942446043,0,0,2023-03-31,2023-03-31,2023-03-31,AMZN,2023-03-29,121401764724,127035773414,124602516664,8180468714,12270703072,10225585893,7173551557,10760327336,8966939446,-11273561809,-7515707873,-9394634841,21338823031,32008234547,26673528789,0.2132,0.21861,0.20608,25,21,2023-03-31,2023-03-31
